english,ipa,audio
winding,wˈaɪndɪŋ,assets_small\winding.wav
widthway,wˈɪdθweɪ,assets_small\widthway.wav
wineberries,wˈaɪnbɛɹiz,assets_small\wineberries.wav
wickless,wˈɪkləs,assets_small\wickless.wav
wideband,wˈaɪdbænd,assets_small\wideband.wav
windinesses,wˈɪndaɪnəsᵻz,assets_small\windinesses.wav
widdy,wˈɪdi,assets_small\widdy.wav
wittering,wˈɪɾɚɹɪŋ,assets_small\wittering.wav
woodrat,wˈʊdɹæt,assets_small\woodrat.wav
worsts,wˈɜːsts,assets_small\worsts.wav
worshippers,wˈɜːʃɪpɚz,assets_small\worshippers.wav
wordgames,wˈɜːdɡeɪmz,assets_small\wordgames.wav
workspaces,wˈɜːkspeɪsᵻz,assets_small\workspaces.wav
workwears,wˈɜːkwɛɹz,assets_small\workwears.wav
womblike,wˈuːmlaɪk,assets_small\womblike.wav
wordiness,wˈɜːdinəs,assets_small\wordiness.wav
workably,wˈɜːkəbli,assets_small\workably.wav
wrenching,ɹˈɛntʃɪŋ,assets_small\wrenching.wav
wrathful,ɹˈæθfəl,assets_small\wrathful.wav
wrested,ɹˈɛstᵻd,assets_small\wrested.wav
wrinkleless,ɹˈɪŋkəlləs,assets_small\wrinkleless.wav
wrackful,ɹˈækfəl,assets_small\wrackful.wav
wrongously,ɹˈɔŋɡəsli,assets_small\wrongously.wav
wrung,ɹˈʌŋ,assets_small\wrung.wav
wreckmasters,ɹˈɛkmæstɚz,assets_small\wreckmasters.wav
wristlet,ɹˈɪslɪt,assets_small\wristlet.wav
wulfenite,wˈʌlfənˌaɪt,assets_small\wulfenite.wav
wunderkinds,wˈʌndɚkˌaɪndz,assets_small\wunderkinds.wav
wukkas,wˈʌkəz,assets_small\wukkas.wav
wuthering,wˈʌðɚɹɪŋ,assets_small\wuthering.wav
wussier,wˈʌsɪɚ,assets_small\wussier.wav
wunderkinder,wˈʌndɚkˌaɪndɚ,assets_small\wunderkinder.wav
wulfenites,wˈʌlfənˌaɪts,assets_small\wulfenites.wav
wuthers,wˈʌðɚz,assets_small\wuthers.wav
wunderkind,wˈʌndɚkˌaɪnd,assets_small\wunderkind.wav
wyandottes,wˈaɪɐndˌɑːts,assets_small\wyandottes.wav
wynds,wˈɪndz,assets_small\wynds.wav
wyliecoats,wˈaɪlaɪkˌoʊts,assets_small\wyliecoats.wav
wyted,wˈaɪɾᵻd,assets_small\wyted.wav
wyles,wˈaɪlz,assets_small\wyles.wav
wytes,wˈaɪts,assets_small\wytes.wav
wynns,wˈɪnz,assets_small\wynns.wav
wyting,wˈaɪɾɪŋ,assets_small\wyting.wav
wyvern,wˈaɪvɚn,assets_small\wyvern.wav
xanthic,zˈænθɪk,assets_small\xanthic.wav
xanthous,zˈænθəs,assets_small\xanthous.wav
xanthochroids,zˈænθəkɹˌɔɪdz,assets_small\xanthochroids.wav
xanthone,zˈænθoʊn,assets_small\xanthone.wav
xanthophyll,zˈænθəfˌɪl,assets_small\xanthophyll.wav
xanthochroisms,zænθˈɑːkɹoʊˌɪzəmz,assets_small\xanthochroisms.wav
xanthophylls,zˈænθəfˌɪlz,assets_small\xanthophylls.wav
xanthochroous,zˈænθəkɹˌuːəs,assets_small\xanthochroous.wav
xanthams,zˈænθæmz,assets_small\xanthams.wav
xerophagy,zˈiəɹəfˌædʒi,assets_small\xerophagy.wav
xerophiles,zˈiəɹəfˌaɪlz,assets_small\xerophiles.wav
xenotransplants,zˈɛnoʊtɹˌænsplənts,assets_small\xenotransplants.wav
xenopus,zˈɛnoʊpəs,assets_small\xenopus.wav
xenomorphic,zˌɛnoʊmˈoːɹfɪk,assets_small\xenomorphic.wav
xeromata,zˌiəɹəmˈɑːɾə,assets_small\xeromata.wav
xerarch,zˈɛɹɑːɹk,assets_small\xerarch.wav
xerophyte,zˈiəɹəfˌaɪt,assets_small\xerophyte.wav
xenotransplant,zˈɛnoʊtɹˌænsplənt,assets_small\xenotransplant.wav
xiphiplastral,zˈɪfɪplˌæstɹəl,assets_small\xiphiplastral.wav
xiphopagi,zˌɪfəpˈɑːɡi,assets_small\xiphopagi.wav
xiphisterna,zˈɪfɪstɚnə,assets_small\xiphisterna.wav
xiphisternums,zˈɪfɪstɚnəmz,assets_small\xiphisternums.wav
xiphosurans,zˈɪfəʒɚɹənz,assets_small\xiphosurans.wav
xiphoids,zˈɪfɔɪdz,assets_small\xiphoids.wav
xiphosuran,zˈɪfəʒɚɹən,assets_small\xiphosuran.wav
xiphoid,zˈɪfɔɪd,assets_small\xiphoid.wav
xiphopaguses,zˈɪfəpˌæɡjuːsᵻz,assets_small\xiphopaguses.wav
xoana,zˈoʊnə,assets_small\xoana.wav
xoanon,zˈoʊnɑːn,assets_small\xoanon.wav
xrays,ˈɛksɹˈeɪz,assets_small\xrays.wav
xylophone,zˈaɪləfˌoʊn,assets_small\xylophone.wav
xystos,zˈaɪstoʊz,assets_small\xystos.wav
xylyl,zˈaɪlɪl,assets_small\xylyl.wav
xyloidines,zˈaɪlɔɪdˌiːnz,assets_small\xyloidines.wav
xylitols,zˈaɪlɪtˌɑːlz,assets_small\xylitols.wav
xylographical,zˌaɪləɡɹˈæfɪkəl,assets_small\xylographical.wav
xylocarp,zˈaɪləkˌɑːɹp,assets_small\xylocarp.wav
xylonite,zˈaɪlənˌaɪt,assets_small\xylonite.wav
xyridaceous,zˌaɪɹɪdˈeɪʃəs,assets_small\xyridaceous.wav
yasmaks,jˈæzmæks,assets_small\yasmaks.wav
yachties,jˈɑːɾiz,assets_small\yachties.wav
yarer,jˈɛɹɚ,assets_small\yarer.wav
yarmulka,jˈɑːɹmʌlkə,assets_small\yarmulka.wav
yarfa,jˈɑːɹfə,assets_small\yarfa.wav
yahrzeits,jˈɑːəzˌaɪts,assets_small\yahrzeits.wav
yagers,jˈeɪdʒɚz,assets_small\yagers.wav
yammering,jˈæmɚɹɪŋ,assets_small\yammering.wav
yaffed,jˈæft,assets_small\yaffed.wav
ybrent,ˈɪbɹənt,assets_small\ybrent.wav
ybound,ˈɪbaʊnd,assets_small\ybound.wav
ybounden,ˈɪbaʊndən,assets_small\ybounden.wav
yblent,ˈɪblənt,assets_small\yblent.wav
ybore,ˈɪboːɹ,assets_small\ybore.wav
ycleepe,ˈɪkliːp,assets_small\ycleepe.wav
ycleepes,ˈɪkliːps,assets_small\ycleepes.wav
ycled,ˈɪkəld,assets_small\ycled.wav
yclept,ˈɪklɛpt,assets_small\yclept.wav
ycleped,ˈɪklɛpt,assets_small\ycleped.wav
ycond,ˈɪkɑːnd,assets_small\ycond.wav
yclad,ˈɪklæd,assets_small\yclad.wav
ycleeping,ˈɪkliːpɪŋ,assets_small\ycleeping.wav
ycleeped,ˈɪkliːpt,assets_small\ycleeped.wav
ydrad,ˈɪdɹæd,assets_small\ydrad.wav
ydred,ˈɪdɹɪd,assets_small\ydred.wav
yester,jˈɛstɚ,assets_small\yester.wav
yeards,jˈɪɹdz,assets_small\yeards.wav
yestern,jˈɛstɚn,assets_small\yestern.wav
yeans,jˈiənz,assets_small\yeans.wav
yeuks,jjˈuːks,assets_small\yeuks.wav
yearlings,jˈɪɹlɪŋz,assets_small\yearlings.wav
yetts,jˈɛts,assets_small\yetts.wav
yeelin,jˈiːlɪn,assets_small\yeelin.wav
yelped,jˈɛlpt,assets_small\yelped.wav
yfere,ˈɪfɚ,assets_small\yfere.wav
yglaunst,ˈɪɡlɔːnst,assets_small\yglaunst.wav
yieldings,jˈiːldɪŋz,assets_small\yieldings.wav
yipper,jˈɪpɚ,assets_small\yipper.wav
yieldingness,jˈiːldɪŋnəs,assets_small\yieldingness.wav
yirded,jˈɜːdᵻd,assets_small\yirded.wav
yirking,jˈɜːkɪŋ,assets_small\yirking.wav
yickers,jˈɪkɚz,assets_small\yickers.wav
yindies,jˈɪndiz,assets_small\yindies.wav
yirks,jˈɜːks,assets_small\yirks.wav
yieldingly,jˈiːldɪŋli,assets_small\yieldingly.wav
ylems,ˈɪləmz,assets_small\ylems.wav
ylkes,ˈɪlks,assets_small\ylkes.wav
ylike,wˈaɪlaɪk,assets_small\ylike.wav
ymping,ˈɪmpɪŋ,assets_small\ymping.wav
ymolt,ˈɪmoʊlt,assets_small\ymolt.wav
ympes,ˈɪmps,assets_small\ympes.wav
ymolten,ˈɪmoʊltən,assets_small\ymolten.wav
ynambus,ˈʌnæmbəs,assets_small\ynambus.wav
ynambu,ˈʌnɐmbˌuː,assets_small\ynambu.wav
yowing,jˈaʊɪŋ,assets_small\yowing.wav
youthquake,jˈuːθkweɪk,assets_small\youthquake.wav
yojan,jˈɑːdʒən,assets_small\yojan.wav
yogisms,jˈoʊɡɪzəmz,assets_small\yogisms.wav
youthquakes,jˈuːθkweɪks,assets_small\youthquakes.wav
yoghurt,jˈoʊɡɚt,assets_small\yoghurt.wav
yonders,jˈɑːndɚz,assets_small\yonders.wav
youthheads,jˈuːθhɛdz,assets_small\youthheads.wav
yoops,jˈuːps,assets_small\yoops.wav
ypight,ˈɪpaɪt,assets_small\ypight.wav
yplast,ˈɪplæst,assets_small\yplast.wav
yplight,ˈɪplaɪt,assets_small\yplight.wav
ypsiloid,ˈɪpsɪlˌɔɪd,assets_small\ypsiloid.wav
ypsilons,ˈɪpsɪlˌɑːnz,assets_small\ypsilons.wav
ypsilon,ˈɪpsɪlˌɑːn,assets_small\ypsilon.wav
yperite,ˈɪpɚɹˌaɪt,assets_small\yperite.wav
yperites,ˈɪpɚɹˌaɪts,assets_small\yperites.wav
ypsiliform,ˈɪpsɪlˌɪfɔːɹm,assets_small\ypsiliform.wav
yrapt,ˈɪɹæpt,assets_small\yrapt.wav
yravished,ˈɪɹævɪʃt,assets_small\yravished.wav
yrivd,ˈɪɹɪvd,assets_small\yrivd.wav
yrent,ˈɪɹənt,assets_small\yrent.wav
yrneh,ˈɪənˌeɪ,assets_small\yrneh.wav
yrnehs,ˈɪənˌeɪz,assets_small\yrnehs.wav
yshending,ˈʌʃɛndɪŋ,assets_small\yshending.wav
yslaked,ˈʌsleɪkt,assets_small\yslaked.wav
yshends,ˈʌʃɛndz,assets_small\yshends.wav
yshent,ˈʌʃənt,assets_small\yshent.wav
ysame,ˈʌseɪm,assets_small\ysame.wav
yshend,ˈʌʃɛnd,assets_small\yshend.wav
ytterbous,ˈɪɾɚbəs,assets_small\ytterbous.wav
yttrious,ˈɪtɹiəs,assets_small\yttrious.wav
yttrium,ˈɪtɹiəm,assets_small\yttrium.wav
yttrias,ˈɪtɹiəz,assets_small\yttrias.wav
yttriferous,ɪtɹˈɪfɚɹəs,assets_small\yttriferous.wav
ytterbia,ˈɪɾɚbˌiə,assets_small\ytterbia.wav
ytterbic,ɪtˈɜːbɪk,assets_small\ytterbic.wav
yttriums,ˈɪtɹiəmz,assets_small\yttriums.wav
ytterbiums,ˈɪɾɚbˌiəmz,assets_small\ytterbiums.wav
yucker,jˈuːkɚ,assets_small\yucker.wav
yuckiest,jˈuːkiɪst,assets_small\yuckiest.wav
yukes,jˈuːks,assets_small\yukes.wav
yukkiest,jˈʌkiɪst,assets_small\yukkiest.wav
yuppiedom,jˈʌpɪdəm,assets_small\yuppiedom.wav
yupster,jˈuːpstɚ,assets_small\yupster.wav
yuckiness,jˈʌkinəs,assets_small\yuckiness.wav
yuccas,jˈʌkəz,assets_small\yuccas.wav
yucked,jˈʌkt,assets_small\yucked.wav
ywroke,ˈɪɹoʊk,assets_small\ywroke.wav
zambos,zˈæmboʊz,assets_small\zambos.wav
zabaglione,zˌæbɐɡlˈaɪəni,assets_small\zabaglione.wav
zalambdodont,zˈælɐmdˌɑːdɔnt,assets_small\zalambdodont.wav
zante,zˈænt,assets_small\zante.wav
zaratites,zˈæɹɐtˌaɪts,assets_small\zaratites.wav
zarnichs,zˈɑːɹnɪʃz,assets_small\zarnichs.wav
zaffres,zˈæfɚz,assets_small\zaffres.wav
zanjas,zˈænjəz,assets_small\zanjas.wav
zayins,zˈeɪɪnz,assets_small\zayins.wav
zerumbets,zˈɛɹʌmbɪts,assets_small\zerumbets.wav
zelatrixes,zɛlˈeɪtɹɪksᵻz,assets_small\zelatrixes.wav
zelant,zˈɛlənt,assets_small\zelant.wav
zebus,zˈɛbəs,assets_small\zebus.wav
zephyrs,zˈɛfɚz,assets_small\zephyrs.wav
zendik,zˈɛndɪk,assets_small\zendik.wav
zeugma,zjˈuːɡmə,assets_small\zeugma.wav
zebrinnies,zˈɛbɹɪnˌɪz,assets_small\zebrinnies.wav
zebrawoods,zˈiːbɹəwˌʊdz,assets_small\zebrawoods.wav
zhomos,ʒˈoʊmoʊz,assets_small\zhomos.wav
zhomo,ʒˈoʊmoʊ,assets_small\zhomo.wav
zincified,zˈɪnsᵻfˌaɪd,assets_small\zincified.wav
zippos,zˈɪpoʊz,assets_small\zippos.wav
zidovudines,zˈɪdəvjˌuːdiːnz,assets_small\zidovudines.wav
zingani,zɪŋɡˈɑːni,assets_small\zingani.wav
zinckenite,zˈɪŋkənˌaɪt,assets_small\zinckenite.wav
zingiberaceous,zˌɪndʒɪbɚɹˈeɪʃəs,assets_small\zingiberaceous.wav
zillionaires,zˌɪliənˈɛɹz,assets_small\zillionaires.wav
zippers,zˈɪpɚz,assets_small\zippers.wav
zincite,zˈɪnsaɪt,assets_small\zincite.wav
zloty,zlˈoʊɾi,assets_small\zloty.wav
zlotych,zlˈɑːɾɪtʃ,assets_small\zlotych.wav
zloties,zlˈoʊɾiz,assets_small\zloties.wav
zlote,zlˈoʊt,assets_small\zlote.wav
zlotys,zlˈoʊɾiz,assets_small\zlotys.wav
zoolithic,zuːlˈɪθɪk,assets_small\zoolithic.wav
zoozoo,zˈuːzuː,assets_small\zoozoo.wav
zoogloeic,zuːɡlˈoʊɪk,assets_small\zoogloeic.wav
zopilote,zˈɑːpɪlˌoʊt,assets_small\zopilote.wav
zoogamous,zˈuːɡɐməs,assets_small\zoogamous.wav
zoist,zˈɔɪst,assets_small\zoist.wav
zoogametes,zˈuːɡɐmˌiːts,assets_small\zoogametes.wav
zoophytologies,zˌuːfɪtˈɑːlədʒiz,assets_small\zoophytologies.wav
zooid,zˈuːɪd,assets_small\zooid.wav
zulus,zˈuːluːz,assets_small\zulus.wav
zuffoli,zˈʌfɑːli,assets_small\zuffoli.wav
zupans,zjˈuːpænz,assets_small\zupans.wav
zufolo,zjˈuːfəlˌoʊ,assets_small\zufolo.wav
zurfs,zˈɜːfs,assets_small\zurfs.wav
zufoli,zjˈuːfɑːli,assets_small\zufoli.wav
zuchetto,zʌtʃˈɛɾoʊ,assets_small\zuchetto.wav
zuchettas,zʌtʃˈɛɾəz,assets_small\zuchettas.wav
zumbooruk,zˈʌmboːɹˌʌk,assets_small\zumbooruk.wav
zwischenzug,zwˈɪʃənzˌʌɡ,assets_small\zwischenzug.wav
zwanziger,zwˈænzɪdʒɚ,assets_small\zwanziger.wav
zwanzigers,zwˈænzɪdʒɚz,assets_small\zwanzigers.wav
zwitterionic,zwɪtˈɪɹiˈɑːnɪk,assets_small\zwitterionic.wav
zwischenzugs,zwˈɪʃənzˌʌɡz,assets_small\zwischenzugs.wav
zwitterion,zwɪtˈɪɹiən,assets_small\zwitterion.wav
zwieback,zwˈiːbæk,assets_small\zwieback.wav
zwitterions,zwɪtˈɪɹiənz,assets_small\zwitterions.wav
zwiebacks,zwˈiːbæks,assets_small\zwiebacks.wav
zygon,zˈaɪɡɑːn,assets_small\zygon.wav
zymologies,zaɪmˈɑːlədʒiz,assets_small\zymologies.wav
zygotic,zaɪɡˈɑːɾɪk,assets_small\zygotic.wav
zygosities,zaɪɡˈɔsᵻɾiz,assets_small\zygosities.wav
zygal,zˈaɪɡəl,assets_small\zygal.wav
zygobranch,zˈaɪɡəbɹˌæntʃ,assets_small\zygobranch.wav
zygotically,zaɪɡˈɑːɾɪkli,assets_small\zygotically.wav
zygotenes,zˈaɪɡoʊtˌiːnz,assets_small\zygotenes.wav
zygomatic,zˌaɪɡəmˈæɾɪk,assets_small\zygomatic.wav
queachiest,kwˈiːkɪɪst,assets_small\queachiest.wav
asclepiases,ɐsklˈɛpɪˌeɪsᵻz,assets_small\asclepiases.wav
dismount,dɪsmˈaʊnt,assets_small\dismount.wav
triconsonantal,tɹˈaɪkənsənˌæntəl,assets_small\triconsonantal.wav
mismaking,mɪsmˈeɪkɪŋ,assets_small\mismaking.wav
crucially,kɹˈuːʃəli,assets_small\crucially.wav
trollopish,tɹˈɑːlɑːpɪʃ,assets_small\trollopish.wav
fahlores,fˈɑːloːɹz,assets_small\fahlores.wav
republications,ɹᵻpˌʌblɪkˈeɪʃənz,assets_small\republications.wav
magistratic,mˌædʒɪstɹˈæɾɪk,assets_small\magistratic.wav
leaprous,lˈiːpɹəs,assets_small\leaprous.wav
speccy,spˈɛki,assets_small\speccy.wav
hawfinch,hˈɔːfɪntʃ,assets_small\hawfinch.wav
chironomies,kaɪɹˈɑːnəmiz,assets_small\chironomies.wav
wintery,wˈɪntɚɹi,assets_small\wintery.wav
constering,kənstˈɜːɹɪŋ,assets_small\constering.wav
trines,tɹˈaɪnz,assets_small\trines.wav
revarnishing,ɹᵻvˈɑːɹnɪʃɪŋ,assets_small\revarnishing.wav
mishguggles,mɪshɡˈʌɡəlz,assets_small\mishguggles.wav
mincer,mˈɪnsɚ,assets_small\mincer.wav
debouchure,dˈɛbaʊʃjˌʊɹ,assets_small\debouchure.wav
forgives,fɚɡˈɪvz,assets_small\forgives.wav
biros,bˈaɪɹoʊz,assets_small\biros.wav
ailourophobia,ˌeɪlɚɹəfˈoʊbiə,assets_small\ailourophobia.wav
pastorales,pˈæstoːɹˌeɪlz,assets_small\pastorales.wav
soberly,sˈoʊbɚli,assets_small\soberly.wav
expressionisms,ɛkspɹˈɛʃənˌɪzəmz,assets_small\expressionisms.wav
expositress,ɛkspˈɑːzɪtɹəs,assets_small\expositress.wav
incapacious,ɪŋkəpˈeɪʃəs,assets_small\incapacious.wav
bereavement,bˈɛɹiːvmənt,assets_small\bereavement.wav
rubbishes,ɹˈʌbɪʃᵻz,assets_small\rubbishes.wav
upfurl,ˈʌpfɜːl,assets_small\upfurl.wav
analcites,ˈænɐlsˌaɪts,assets_small\analcites.wav
dizenment,dˈaɪzənmənt,assets_small\dizenment.wav
icefall,ˈaɪsfɔːl,assets_small\icefall.wav
humpless,hˈʌmpləs,assets_small\humpless.wav
quantification,kwˌɔntɪfɪkˈeɪʃən,assets_small\quantification.wav
apraxias,ɐpɹˈeɪksiəz,assets_small\apraxias.wav
frizzlers,fɹˈɪzlɚz,assets_small\frizzlers.wav
noninvolved,nˌɑːnɪnvˈɑːlvd,assets_small\noninvolved.wav
wriggled,ɹˈɪɡəld,assets_small\wriggled.wav
weirdy,wˈɪɹdi,assets_small\weirdy.wav
gipsyworts,dʒˈɪpsɪwˌoːɹts,assets_small\gipsyworts.wav
potences,pˈoʊtənsᵻz,assets_small\potences.wav
pias,pˈiəz,assets_small\pias.wav
jnanas,dʒˈeɪnˈɑːnəz,assets_small\jnanas.wav
rubricator,ɹˈuːbɹᵻkˌeɪɾɚ,assets_small\rubricator.wav
televangelism,tˈɛlᵻvˌændʒɪlˌɪzəm,assets_small\televangelism.wav
shanghais,ʃæŋhˈaɪz,assets_small\shanghais.wav
billhead,bˈɪlhɛd,assets_small\billhead.wav
refocuses,ɹᵻfˈoʊkəsᵻz,assets_small\refocuses.wav
groceries,ɡɹˈoʊsɚɹiz,assets_small\groceries.wav
bundook,bˈʌndʊk,assets_small\bundook.wav
ridiculing,ɹˈɪdɪkjˌuːlɪŋ,assets_small\ridiculing.wav
wibbling,wˈɪblɪŋ,assets_small\wibbling.wav
cervices,sˈɜːvɪsᵻz,assets_small\cervices.wav
heathenish,hˈiːθɛnɪʃ,assets_small\heathenish.wav
phleboscleroses,flɛbˈɑːsklɚɹˌoʊzᵻz,assets_small\phleboscleroses.wav
nakedly,nˈeɪkɪdli,assets_small\nakedly.wav
looed,lˈuːd,assets_small\looed.wav
hirudinoid,hˈɜːɹuːdˌɪnɔɪd,assets_small\hirudinoid.wav
alicants,ˈælɪkənts,assets_small\alicants.wav
gentrices,dʒˈɛntɹɪsˌiːz,assets_small\gentrices.wav
netters,nˈɛɾɚz,assets_small\netters.wav
kinematograph,kˈaɪnmɐtˌɑːɡɹæf,assets_small\kinematograph.wav
minefields,mˈaɪnfiːldz,assets_small\minefields.wav
objecting,ɑːbdʒˈɛktɪŋ,assets_small\objecting.wav
impartibility,ɪmpˌɑːɹɾəbˈɪlᵻɾi,assets_small\impartibility.wav
frisure,fɹˈɪʒɚ,assets_small\frisure.wav
regulises,ɹˈɛɡjʊlˌaɪzᵻz,assets_small\regulises.wav
longitudinal,lˈɔndʒɪtˌuːdɪnəl,assets_small\longitudinal.wav
reproducer,ɹᵻpɹədˈuːsɚ,assets_small\reproducer.wav
antiman,ˌæntɪmˈæn,assets_small\antiman.wav
doucely,dˈaʊsli,assets_small\doucely.wav
soliloquizes,səlˈɪləkwˌɪzᵻz,assets_small\soliloquizes.wav
cybernetical,sˌaɪbɚnˈɛɾɪkəl,assets_small\cybernetical.wav
mudger,mˈʌdʒɚ,assets_small\mudger.wav
dormitives,dˈoːɹmᵻtˌɪvz,assets_small\dormitives.wav
conceder,kɑːnstɚ,assets_small\conceder.wav
parallelizes,pˈæɹəlˌɛlaɪzᵻz,assets_small\parallelizes.wav
modelling,mˈɑːdəlɪŋ,assets_small\modelling.wav
lingberries,lˈɪŋbɛɹiz,assets_small\lingberries.wav
gazon,ɡˈæzɑːn,assets_small\gazon.wav
oersted,ˈoʊɚstᵻd,assets_small\oersted.wav
tubelike,tˈuːblaɪk,assets_small\tubelike.wav
primatial,pɹaɪmˈeɪʃəl,assets_small\primatial.wav
salmony,sˈælməni,assets_small\salmony.wav
tatties,tˈæɾɪz,assets_small\tatties.wav
papillose,pˈæpɪlˌoʊs,assets_small\papillose.wav
equitably,ˈɛkwɪɾəbli,assets_small\equitably.wav
wanzed,wˈɔnzd,assets_small\wanzed.wav
epics,ˈɛpɪks,assets_small\epics.wav
reveries,ɹˈɛvɚɹiz,assets_small\reveries.wav
housedress,hˈaʊsdɹɛs,assets_small\housedress.wav
nonbinding,nˌɑːnbˈaɪndɪŋ,assets_small\nonbinding.wav
dissenters,dɪsˈɛntɚz,assets_small\dissenters.wav
nucleolar,nˌuːklɪˈoʊlɚ,assets_small\nucleolar.wav
sopites,sˈɑːpaɪts,assets_small\sopites.wav
isarithms,ˈɪsɑːɹɹˌɪθəmz,assets_small\isarithms.wav
accommodate,ɐkˈɑːmədˌeɪt,assets_small\accommodate.wav
lichwake,lˈɪtʃweɪk,assets_small\lichwake.wav
skirtlike,skˈɜːtlaɪk,assets_small\skirtlike.wav
jamborees,dʒˈæmboːɹˌiːz,assets_small\jamborees.wav
bioluminescent,bˌaɪoʊlˌuːmɪnˈɛsənt,assets_small\bioluminescent.wav
alphasorts,ˈælfəsˌɔːɹts,assets_small\alphasorts.wav
baluster,bˈælʌstɚ,assets_small\baluster.wav
podagrous,pˈɑːdæɡɹəs,assets_small\podagrous.wav
lered,lˈɜːd,assets_small\lered.wav
carcased,kˈɑːɹkeɪst,assets_small\carcased.wav
behemoth,bᵻhˈiːmɑːθ,assets_small\behemoth.wav
smectitic,smɛktˈɪɾɪk,assets_small\smectitic.wav
propounders,pɹəpˈaʊndɚz,assets_small\propounders.wav
frize,fɹˈaɪz,assets_small\frize.wav
vitaminise,vˈɪɾɐmˌɪnaɪz,assets_small\vitaminise.wav
potentiometry,pətˌɛntɪˈɑːmətɹi,assets_small\potentiometry.wav
puppets,pˈʌpɪts,assets_small\puppets.wav
peroxids,pˈɛɹəksˌɪdz,assets_small\peroxids.wav
dippier,dˈɪpɪɚ,assets_small\dippier.wav
liberators,lˈɪbɚɹˌeɪɾɚz,assets_small\liberators.wav
outgave,aʊtɡˈeɪv,assets_small\outgave.wav
tannoy,tˈænɔɪ,assets_small\tannoy.wav
guidon,ɡˈaɪdɑːn,assets_small\guidon.wav
deliquesced,dᵻlˈɪkwɛst,assets_small\deliquesced.wav
musks,mˈʌsks,assets_small\musks.wav
surely,ʃˈʊɹli,assets_small\surely.wav
propales,pɹəpˈeɪlz,assets_small\propales.wav
villainize,vˈɪlənˌaɪz,assets_small\villainize.wav
displuming,dɪsplˈuːmɪŋ,assets_small\displuming.wav
moneybags,mˈʌnɪbˌæɡz,assets_small\moneybags.wav
sienite,sˈiːnaɪt,assets_small\sienite.wav
occiput,ˈɑːksɪpˌʊt,assets_small\occiput.wav
straightaway,stɹˈeɪɾəwˌeɪ,assets_small\straightaway.wav
paedagogues,pˈiːdɐɡˌɑːɡz,assets_small\paedagogues.wav
cleanness,klˈiːnnəs,assets_small\cleanness.wav
hayband,hˈeɪbænd,assets_small\hayband.wav
exosphere,ˈɛksoʊsfˌɪɹ,assets_small\exosphere.wav
serenade,sˌɛɹənˈeɪd,assets_small\serenade.wav
waveringness,wˈeɪvɚɹɪŋnəs,assets_small\waveringness.wav
hoatching,hˈoʊtʃɪŋ,assets_small\hoatching.wav
electromechanical,ɪlˌɛktɹoʊmᵻkˈænɪkəl,assets_small\electromechanical.wav
spiralism,spˈaɪɚɹəlˌɪzəm,assets_small\spiralism.wav
proparoxytone,pɹəpˈæɹəksˌɪtoʊn,assets_small\proparoxytone.wav
channelizations,tʃˌænɪlᵻzˈeɪʃənz,assets_small\channelizations.wav
epinephrines,ˈɛpɪnˌɛfɹiːnz,assets_small\epinephrines.wav
fellatrix,fˈɛlətɹˌɪks,assets_small\fellatrix.wav
unsmooths,ʌnsmˈuːðs,assets_small\unsmooths.wav
blepharoplast,blˈɛfɐɹˌɑːplæst,assets_small\blepharoplast.wav
echidnines,ˈɛtʃɪdnˌaɪnz,assets_small\echidnines.wav
emotive,ɪmˈoʊɾɪv,assets_small\emotive.wav
smirked,smˈɜːkt,assets_small\smirked.wav
statistic,stɐtˈɪstɪk,assets_small\statistic.wav
dysmenorrhoeas,dˌɪsmənɔɹˈiəz,assets_small\dysmenorrhoeas.wav
sapremias,sæpɹˈiːmiəz,assets_small\sapremias.wav
foam,fˈoʊm,assets_small\foam.wav
dispensatorily,dɪspˈɛnsɐtˌoːɹəli,assets_small\dispensatorily.wav
spirants,spˈɪɹənts,assets_small\spirants.wav
graphitizes,ɡɹˈæfɪtˌaɪzᵻz,assets_small\graphitizes.wav
intertarsal,ˌɪntɚtˈɑːɹsəl,assets_small\intertarsal.wav
miniaturing,mˈɪnɪtʃɚɹɪŋ,assets_small\miniaturing.wav
outhomering,aʊthˈoʊmɚɹɪŋ,assets_small\outhomering.wav
postmaster,pˈoʊstmæstɚ,assets_small\postmaster.wav
humans,hjˈuːmənz,assets_small\humans.wav
ligamentary,lˌɪɡəmˈɛntɚɹi,assets_small\ligamentary.wav
stella,stˈɛlə,assets_small\stella.wav
fibrinolyses,fˈɪbɹɪnˌɑːlaɪzᵻz,assets_small\fibrinolyses.wav
flintify,flˈɪntᵻfˌaɪ,assets_small\flintify.wav
crinkleroots,kɹˈɪŋklɚɹˌuːts,assets_small\crinkleroots.wav
cyclopaedic,sˌaɪkləpˈiːdɪk,assets_small\cyclopaedic.wav
shandries,ʃˈændɹiz,assets_small\shandries.wav
colloquises,kˈɑːləkwˌaɪzᵻz,assets_small\colloquises.wav
teargases,tˈɪɹɡæsᵻz,assets_small\teargases.wav
vocoders,vˈoʊkoʊdɚz,assets_small\vocoders.wav
wooed,wˈuːd,assets_small\wooed.wav
plastisols,plˈæstɪsˌɑːlz,assets_small\plastisols.wav
falcades,fˈælkeɪdz,assets_small\falcades.wav
daysailors,dˈeɪseɪlɚz,assets_small\daysailors.wav
interstimulus,ˌɪntɚstˈɪmjʊləs,assets_small\interstimulus.wav
